sample_id,class_id,class_name,macro_class,season,confidence,split,source,notes,scl,x,y,B04,B03,B02,B05,B06,B07,B08,B8A,B11,B12
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391160.0,3922.0,6246.0,6400.0,3135.5,1346.5,1277.5,1308.0,1094.5,1081.0,1102.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391160.0,3990.0,6310.0,6406.0,3223.0,1383.5,1317.5,1322.5,1164.0,1056.0,1062.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391160.0,4076.0,6328.0,6400.0,3270.0,1395.0,1316.0,1330.0,1132.0,1047.5,1057.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391160.0,4084.0,6356.0,6410.0,3320.0,1401.0,1323.0,1344.5,1155.0,1048.0,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391160.0,4180.0,6414.0,6450.0,3342.0,1417.0,1337.0,1352.5,1167.5,1048.0,1049.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391160.0,4222.0,6460.0,6498.0,3373.5,1436.5,1343.0,1368.0,1160.0,1041.5,1045.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391160.0,4216.0,6478.0,6574.0,3409.5,1445.5,1347.5,1359.5,1156.5,1040.5,1044.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391160.0,4214.0,6510.0,6602.0,3420.5,1443.5,1349.0,1365.5,1163.5,1041.5,1041.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730120.0,7391160.0,4236.0,6532.0,6584.0,3422.0,1438.0,1353.0,1359.5,1162.0,1042.0,1038.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730140.0,7391160.0,4196.0,6530.0,6562.0,3412.5,1439.5,1339.0,1359.0,1157.5,1038.5,1043.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391140.0,3895.0,6264.0,6338.0,3220.0,1338.5,1309.5,1295.0,1207.0,1146.0,1128.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391140.0,3892.0,6248.0,6332.0,3107.0,1377.0,1289.0,1293.5,1111.0,1065.5,1093.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391140.0,3979.0,6260.0,6342.0,3184.0,1359.0,1289.0,1304.5,1148.5,1048.5,1057.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391140.0,4031.0,6364.0,6438.0,3253.0,1391.5,1306.0,1312.0,1145.5,1044.0,1055.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391140.0,4134.0,6396.0,6438.0,3320.5,1412.0,1326.0,1343.5,1158.5,1049.0,1051.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391140.0,4180.0,6486.0,6532.0,3387.5,1433.5,1346.5,1352.5,1171.0,1047.0,1051.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391140.0,4218.0,6498.0,6576.0,3411.0,1452.0,1354.0,1365.0,1170.0,1045.5,1047.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391140.0,4270.0,6532.0,6596.0,3450.5,1463.5,1365.5,1381.5,1162.5,1043.0,1049.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391140.0,4330.0,6564.0,6614.0,3490.5,1483.0,1381.0,1387.5,1163.0,1037.5,1047.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730120.0,7391140.0,4338.0,6582.0,6614.0,3498.0,1480.0,1383.5,1393.0,1163.5,1040.5,1042.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391120.0,3930.0,6256.0,6304.0,3129.5,1265.5,1234.5,1293.5,1127.5,1093.5,1070.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391120.0,3998.0,6274.0,6338.0,3198.5,1386.5,1303.0,1300.0,1145.5,1059.5,1076.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391120.0,4009.0,6288.0,6384.0,3218.0,1364.5,1279.5,1303.0,1133.5,1046.0,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391120.0,4082.0,6368.0,6454.0,3263.5,1386.5,1304.5,1318.0,1130.5,1047.0,1053.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391120.0,4140.0,6430.0,6520.0,3328.5,1416.5,1325.5,1326.5,1155.5,1043.0,1050.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391120.0,4222.0,6476.0,6536.0,3389.5,1437.0,1350.0,1349.0,1157.5,1046.5,1051.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391120.0,4192.0,6546.0,6598.0,3402.5,1436.0,1348.5,1355.5,1157.0,1042.0,1051.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391120.0,4206.0,6532.0,6642.0,3412.5,1438.0,1351.5,1353.0,1159.5,1038.5,1056.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391120.0,4258.0,6584.0,6634.0,3462.5,1466.0,1366.5,1370.5,1164.0,1041.5,1046.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730120.0,7391120.0,4236.0,6580.0,6650.0,3466.5,1469.0,1374.0,1368.0,1156.0,1037.5,1051.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391100.0,3931.0,6250.0,6286.0,3540.5,1633.0,1475.0,1302.0,1263.0,1228.0,1214.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391100.0,3975.0,6254.0,6284.0,3132.5,1302.5,1258.0,1282.0,1121.5,1078.5,1076.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391100.0,4054.0,6292.0,6292.0,3265.0,1390.5,1309.0,1306.0,1141.0,1056.0,1067.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391100.0,4095.0,6350.0,6404.0,3286.0,1383.5,1300.0,1311.5,1123.0,1049.0,1044.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391100.0,4154.0,6418.0,6474.0,3330.5,1400.0,1315.0,1328.5,1130.0,1046.5,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391100.0,4200.0,6496.0,6546.0,3385.0,1431.5,1337.5,1341.5,1149.5,1044.5,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391100.0,4272.0,6530.0,6610.0,3438.5,1459.5,1355.0,1362.0,1146.5,1044.5,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391100.0,4242.0,6548.0,6662.0,3429.5,1437.0,1349.0,1346.0,1145.0,1035.0,1053.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391100.0,4212.0,6584.0,6686.0,3402.5,1432.0,1350.0,1350.0,1149.0,1040.0,1054.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391100.0,4230.0,6620.0,6698.0,3431.0,1449.0,1344.5,1356.0,1159.0,1045.5,1046.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730120.0,7391100.0,4220.0,6632.0,6698.0,3410.5,1435.5,1344.0,1337.5,1152.5,1041.5,1051.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391080.0,3941.0,6248.0,6302.0,3232.5,1394.0,1278.5,1285.0,1128.0,1102.0,1121.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391080.0,4000.0,6224.0,6284.0,3176.5,1334.5,1289.0,1283.5,1145.0,1076.0,1066.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391080.0,4069.0,6290.0,6348.0,3280.0,1377.0,1291.0,1306.5,1125.5,1046.5,1060.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391080.0,4148.0,6358.0,6440.0,3338.0,1394.5,1302.5,1323.0,1132.0,1044.5,1054.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391080.0,4198.0,6452.0,6592.0,3394.5,1422.0,1326.5,1351.0,1136.0,1043.5,1048.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391080.0,4238.0,6474.0,6560.0,3423.5,1446.0,1355.0,1359.5,1134.0,1045.5,1048.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391080.0,4274.0,6560.0,6658.0,3475.5,1462.5,1358.5,1361.0,1150.0,1041.5,1052.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391080.0,4264.0,6636.0,6784.0,3460.0,1452.5,1354.5,1353.5,1153.5,1040.0,1053.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391080.0,4272.0,6676.0,6826.0,3454.5,1448.5,1355.0,1352.0,1151.5,1047.5,1053.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391080.0,4258.0,6684.0,6836.0,3437.0,1451.5,1346.5,1352.5,1156.5,1046.0,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391060.0,3950.0,6224.0,6298.0,3145.0,1340.0,1271.5,1272.0,1113.5,1074.0,1086.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391060.0,4016.0,6276.0,6310.0,3234.0,1361.0,1302.5,1296.0,1137.0,1065.5,1061.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391060.0,4106.0,6304.0,6332.0,3281.0,1381.5,1300.0,1299.0,1124.5,1044.0,1047.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391060.0,4162.0,6394.0,6434.0,3346.5,1409.5,1314.5,1334.5,1133.5,1045.0,1047.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391060.0,4148.0,6468.0,6584.0,3394.5,1429.5,1332.5,1337.0,1146.0,1043.5,1043.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391060.0,4214.0,6542.0,6696.0,3417.0,1441.0,1343.5,1342.0,1136.0,1044.0,1048.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391060.0,4274.0,6672.0,6816.0,3451.5,1458.0,1356.5,1357.5,1145.0,1046.5,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391060.0,4312.0,6814.0,6918.0,3492.5,1470.5,1365.0,1369.0,1164.0,1042.5,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391060.0,4334.0,6858.0,6984.0,3503.0,1468.0,1365.0,1368.0,1156.5,1041.0,1046.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391060.0,4304.0,6844.0,6986.0,3459.0,1454.0,1358.0,1358.5,1155.0,1040.0,1044.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729900.0,7391040.0,3976.0,6280.0,6328.0,3294.0,1367.5,1316.5,1326.0,1117.5,1162.5,1110.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391040.0,4017.0,6248.0,6300.0,3206.5,1390.0,1309.0,1312.0,1156.0,1067.0,1082.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391040.0,4083.0,6338.0,6350.0,3288.5,1391.0,1307.5,1321.5,1143.5,1057.5,1048.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391040.0,4103.0,6356.0,6372.0,3303.5,1400.0,1315.0,1330.5,1138.0,1043.0,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391040.0,4142.0,6380.0,6420.0,3353.0,1410.0,1325.5,1326.5,1145.5,1052.5,1048.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391040.0,4114.0,6432.0,6562.0,3353.0,1410.0,1337.0,1331.0,1145.0,1049.0,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391040.0,4138.0,6532.0,6708.0,3374.0,1429.0,1332.5,1330.0,1139.0,1048.5,1047.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391040.0,4172.0,6658.0,6844.0,3401.0,1440.0,1334.0,1327.0,1154.5,1045.5,1048.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391040.0,4266.0,6850.0,6946.0,3435.5,1445.5,1352.0,1353.0,1170.0,1041.0,1047.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391040.0,4330.0,6976.0,7118.0,3494.5,1468.0,1362.0,1373.5,1166.0,1041.5,1048.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729900.0,7391020.0,4020.0,6248.0,6294.0,3213.0,1333.5,1295.0,1320.5,1095.5,1094.0,1088.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391020.0,4082.0,6304.0,6330.0,3282.5,1417.5,1320.5,1320.0,1168.5,1064.0,1071.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391020.0,4114.0,6360.0,6366.0,3338.5,1407.5,1316.5,1331.5,1137.5,1050.5,1044.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391020.0,4118.0,6372.0,6406.0,3350.5,1416.0,1322.5,1336.0,1137.0,1044.0,1049.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391020.0,4132.0,6392.0,6476.0,3329.0,1408.0,1317.5,1326.0,1143.5,1044.5,1048.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391020.0,4140.0,6486.0,6610.0,3321.0,1403.0,1327.0,1327.5,1141.5,1047.5,1050.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391020.0,4140.0,6590.0,6756.0,3348.5,1425.0,1331.0,1332.5,1146.0,1046.0,1049.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391020.0,4178.0,6714.0,6890.0,3377.0,1423.5,1331.0,1328.5,1154.0,1044.0,1043.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391020.0,4218.0,6822.0,6960.0,3387.0,1411.5,1340.0,1333.5,1160.0,1046.0,1044.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391020.0,4228.0,6936.0,7004.0,3421.0,1433.0,1337.5,1328.5,1164.5,1042.5,1044.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729880.0,7391000.0,4048.0,6300.0,6352.0,3350.0,1492.0,1400.0,1354.0,1251.0,1200.5,1198.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729900.0,7391000.0,4064.0,6322.0,6328.0,3250.5,1396.0,1335.0,1328.5,1120.0,1082.5,1084.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7391000.0,4111.0,6344.0,6334.0,3328.0,1425.5,1326.0,1340.0,1157.0,1052.0,1058.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7391000.0,4166.0,6416.0,6404.0,3368.5,1429.0,1337.5,1340.5,1137.0,1042.0,1052.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7391000.0,4178.0,6414.0,6460.0,3379.5,1428.0,1329.0,1341.0,1145.0,1041.5,1051.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7391000.0,4168.0,6524.0,6604.0,3370.0,1427.5,1326.0,1341.5,1146.5,1042.0,1044.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391000.0,4202.0,6554.0,6766.0,3377.5,1429.0,1337.0,1334.5,1147.5,1047.5,1043.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7391000.0,4214.0,6692.0,6848.0,3395.0,1422.5,1329.0,1354.5,1152.5,1048.5,1044.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7391000.0,4234.0,6748.0,6938.0,3416.5,1422.5,1339.5,1348.5,1157.0,1044.0,1040.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7391000.0,4298.0,6992.0,7128.0,3421.0,1429.5,1343.0,1351.0,1156.5,1040.0,1040.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391000.0,4266.0,7030.0,7158.0,3426.0,1424.5,1326.5,1341.5,1155.0,1043.5,1041.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729880.0,7390980.0,4025.0,6290.0,6350.0,3221.0,1363.5,1305.0,1324.0,1162.5,1089.0,1094.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729900.0,7390980.0,4114.0,6340.0,6376.0,3310.5,1424.0,1347.0,1332.5,1147.5,1074.0,1070.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7390980.0,4144.0,6394.0,6416.0,3334.5,1402.5,1326.0,1334.5,1131.5,1045.0,1050.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7390980.0,4152.0,6402.0,6430.0,3358.5,1414.5,1330.0,1329.0,1134.5,1043.5,1055.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7390980.0,4180.0,6500.0,6624.0,3374.0,1426.5,1330.5,1336.5,1152.5,1043.0,1053.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729980.0,7390980.0,4248.0,6644.0,6816.0,3399.5,1434.0,1341.0,1360.0,1152.0,1041.5,1045.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7390980.0,4258.0,6790.0,6874.0,3440.5,1450.0,1355.0,1360.0,1148.0,1038.5,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7390980.0,4270.0,6820.0,6950.0,3442.5,1431.5,1339.0,1351.5,1155.5,1041.0,1059.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730040.0,7390980.0,4254.0,6936.0,7058.0,3445.0,1438.0,1338.0,1346.0,1156.5,1044.5,1046.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730060.0,7390980.0,4254.0,6862.0,6988.0,3441.5,1439.0,1343.0,1337.0,1154.0,1040.5,1039.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729880.0,7390960.0,4017.0,6338.0,6434.0,3197.0,1360.5,1302.5,1319.0,1156.5,1083.5,1082.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729900.0,7390960.0,4086.0,6394.0,6434.0,3326.0,1419.5,1344.5,1321.5,1154.5,1058.5,1061.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7390960.0,4127.0,6468.0,6480.0,3342.0,1413.0,1326.0,1333.0,1147.0,1042.5,1049.0
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729940.0,7390960.0,4138.0,6554.0,6668.0,3342.5,1410.0,1320.0,1337.5,1137.5,1048.0,1052.5
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729960.0,7390960.0,4184.0,6670.0,6830.0,3374.0,1408.0,1315.5,1316.0,1146.0,1043.5,1049.0
